frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,15006352.517722,260700.000000,228035.464139
4,15007102.609723,258333.000000,28085.573183
8,14746308.059066,255540.000000,279491.453479
16,14630142.941237,249490.000000,494379.030083
32,14818028.636455,259805.000000,565980.357278
64,15181859.910536,259927.000000,919075.919361
128,15045130.628050,260786.000000,276013.352117
256,14560975.740632,253346.000000,297330.849333
512,15284300.618412,257800.000000,1253803.835986
1024,13784283.942978,238872.000000,2196452.198851
2048,12776925.021759,222945.000000,2378357.226208
4096,13797281.244333,257107.000000,2424538.745576
8192,14178447.564883,253348.000000,6632189.636831
16384,13738053.307125,193126.000000,6610327.646648
32768,24833245.467755,463917.000000,15847571.668149
65536,9061559.949529,127939.000000,0.000000
