frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,14402261.411964,249483.000000,363032.659562
4,14831607.832156,256422.000000,345674.856270
8,14422709.066503,245478.000000,382536.675091
16,14685548.617474,259184.000000,113996.871268
32,14693709.264309,253552.000000,823615.032353
64,15469823.125122,263340.000000,286498.160006
128,14589363.094730,261946.000000,1333627.942987
256,15348271.166228,263061.000000,1479770.051043
512,15659588.031078,268527.000000,2160242.983060
1024,13852291.182985,243916.000000,2802764.817560
2048,17204253.924988,296785.000000,4583934.554280
4096,17619125.007519,299301.000000,5953673.570550
8192,15870094.859908,274075.000000,11533769.055785
16384,12901644.601501,235636.000000,638623.789872
32768,6795553.060057,132389.000000,1315423.747501
65536,16760770.410829,311961.000000,5088775.876723
