frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,14136351.958536,245718.000000,293433.708885
4,15155877.140503,262820.000000,422375.601805
8,14327920.898169,249380.000000,344888.004800
16,14957622.947759,256948.000000,86333.578056
32,15634421.577287,268301.000000,592480.213131
64,14439041.227666,254413.000000,151130.444180
128,15160218.165795,265519.000000,465187.683793
256,15460337.488405,270326.000000,1743240.270568
512,15862145.388378,274794.000000,2829594.961091
1024,15464609.810039,262090.000000,1026991.523020
2048,14597129.010593,257486.000000,3124361.655949
4096,19331000.053489,295790.000000,6834688.154152
8192,15072557.929881,288011.000000,4937134.486405
16384,21624826.436101,334074.000000,4828817.668677
32768,27167163.543961,378330.000000,2796877.078299
65536,21604836.457025,417085.000000,14829144.912829
