frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,171497.466529,142912.000000,44.011362
4,157310.048137,87556.000000,35.312887
8,369493.974422,343255.000000,268.162264
16,136623.524281,88545.000000,46.914816
32,449271.097646,296475.000000,1113.081758
64,145918.903172,88082.000000,89.487429
128,315645.375197,222047.000000,56628.815986
256,444506.756698,257678.000000,3069.872962
512,105378.149206,42468.000000,11754.352470
1024,240113.657521,163542.000000,10275.252114
2048,466051.132399,256594.000000,35826.519382
4096,176158.288173,105093.000000,32547.469241
8192,211399.783550,109283.000000,161599.190425
16384,459413.267781,368489.000000,145142.113609
32768,531192.701284,239555.000000,43893.133210
65536,1047247.870223,214341.000000,891571.145955
