frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,237052.625613,177541.000000,51.652686
4,54496.713552,28880.000000,31.000000
8,50361.997786,24964.000000,63.663176
16,216751.465760,183805.000000,41.713307
32,130886.582582,105127.000000,23.173260
64,278237.084268,186323.000000,618.720454
128,217813.869395,106454.000000,2755.222496
256,192925.459986,146012.000000,1189.629774
512,678359.853385,315782.000000,5059.753947
1024,113007.139443,48169.000000,8157.742519
2048,236753.491767,159042.000000,39629.490194
4096,173520.722722,109731.000000,16192.474394
8192,324414.462677,240266.000000,31292.597847
16384,599348.468584,239122.000000,568820.191503
32768,645213.086213,202832.000000,392729.526366
65536,353394.336633,206834.000000,245227.492268
