frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,160337.690896,101880.000000,136.169013
4,268307.098939,183607.000000,115.381974
8,97771.866807,58220.000000,102.601170
16,264195.503794,150405.000000,222.883378
32,345686.562804,190934.000000,249.349153
64,214681.963246,118811.000000,877.483333
128,230291.383399,166556.000000,278.684409
256,347978.035255,305423.000000,4763.765003
512,202795.606533,107477.000000,40489.449008
1024,604244.003886,271425.000000,21013.283822
2048,510804.714816,247424.000000,40863.189242
4096,555554.380381,288616.000000,48927.707794
8192,729259.334145,238431.000000,211646.427723
16384,265427.451875,133285.000000,95920.606608
32768,492153.520230,46350.000000,409490.233078
65536,491336.294675,145243.000000,0.000000
