frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,262932.034876,241943.000000,0.000000
4,162951.003572,123739.000000,0.000000
8,82571.539855,51540.000000,0.000000
16,461289.549019,271645.000000,0.000000
32,325418.524643,194289.000000,0.000000
64,70731.518929,31138.000000,0.000000
128,299269.959986,173674.000000,0.000000
256,121217.021045,107583.000000,0.000000
512,377559.337355,246722.000000,0.000000
1024,483500.449859,280441.000000,0.000000
2048,377881.283653,251170.000000,0.000000
4096,179708.161815,113929.000000,0.000000
8192,109966.797366,50362.000000,0.000000
16384,427070.742975,293577.000000,0.000000
32768,238965.302249,118725.000000,0.000000
65536,480266.935115,241561.000000,0.000000
