frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,71478.770681,33312.000000,10.816654
4,421608.835957,225376.000000,81.111035
8,286578.120140,253799.000000,350.012857
16,247749.479087,176132.000000,137.109445
32,254524.856213,129711.000000,81.455509
64,294215.185952,182175.000000,399.863727
128,185055.184896,109249.000000,137.771550
256,373958.540925,192386.000000,35939.706913
512,317221.897230,197466.000000,815.837606
1024,611972.185768,283195.000000,327408.722321
2048,448153.932067,251397.000000,76136.836466
4096,236798.272295,128610.000000,31387.559685
8192,475165.530527,274534.000000,93085.781379
16384,387471.285633,198926.000000,65446.025586
32768,301467.144016,149325.000000,252950.758016
65536,195450.417180,128173.000000,0.000000
