frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,190205.853635,151447.000000,0.000000
4,318924.666075,135392.000000,0.000000
8,294530.401149,189815.000000,0.000000
16,350725.797497,281986.000000,0.000000
32,444706.037335,256768.000000,0.000000
64,288564.621066,197544.000000,0.000000
128,200422.163872,94933.000000,0.000000
256,115771.397495,59551.000000,0.000000
512,248809.643770,143258.000000,0.000000
1024,385837.216369,223760.000000,0.000000
2048,181167.101594,90184.000000,0.000000
4096,257267.046914,99435.000000,0.000000
8192,419472.672003,225509.000000,0.000000
16384,673289.319447,182971.000000,0.000000
32768,965526.146592,223236.000000,0.000000
65536,528478.905203,125691.000000,0.000000
