frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,261491.050292,157507.000000,165.081798
4,310431.305464,183671.000000,108.526494
8,133048.807221,87347.000000,1706.576983
16,265716.018832,177497.000000,67.193750
32,143225.706205,87371.000000,472.295458
64,150725.904990,88424.000000,9526.819564
128,423673.431437,214506.000000,392.913476
256,400629.109911,244874.000000,12908.627386
512,208038.782283,106432.000000,8868.498633
1024,424526.080516,262936.000000,193697.948244
2048,539285.933251,269055.000000,112052.171750
4096,192236.083736,85550.000000,11277.258133
8192,306383.868139,159780.000000,50609.006491
16384,295100.740050,62045.000000,137211.946914
32768,1122398.718109,242419.000000,1101657.656825
65536,494310.230240,218557.000000,0.000000
