frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,203871.799308,128198.000000,32.202484
4,230044.022961,194363.000000,89.145948
8,219730.212263,160070.000000,63.087241
16,405050.968824,259566.000000,321.673748
32,285209.640070,167120.000000,75.637292
64,198446.667019,98707.000000,132.521696
128,294836.762665,199407.000000,3043.861528
256,228942.159907,145701.000000,11972.333732
512,389894.111089,208846.000000,15262.272079
1024,334649.017417,159521.000000,48740.229359
2048,377084.283559,233686.000000,42953.752362
4096,230465.726699,111182.000000,67062.911233
8192,654070.488397,207659.000000,418645.167628
16384,739381.636160,249607.000000,522540.047135
32768,1548902.694767,243611.000000,1293240.501394
65536,139052.012319,122897.000000,0.000000
