frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,155920.602228,98593.000000,0.000000
4,142048.167148,58166.000000,0.000000
8,222581.663472,138259.000000,0.000000
16,218806.157861,145424.000000,0.000000
32,173011.105667,130256.000000,0.000000
64,262774.500169,155527.000000,0.000000
128,282578.914935,144129.000000,0.000000
256,218016.463784,118539.000000,0.000000
512,520658.723552,245608.000000,0.000000
1024,483751.444314,218822.000000,0.000000
2048,238299.846928,94601.000000,0.000000
4096,226930.039439,114311.000000,0.000000
8192,298019.721279,102604.000000,0.000000
16384,682936.706808,237401.000000,0.000000
32768,553285.220105,53361.000000,0.000000
65536,1910712.537920,272169.000000,0.000000
