frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,261065.791202,189159.000000,378.655516
4,160581.549351,122311.000000,2648.623227
8,120157.884232,63631.000000,1499.291166
16,275897.464557,159229.000000,1046.513258
32,209344.073107,125729.000000,60.058305
64,489204.718735,277888.000000,83.779472
128,379315.853737,192954.000000,316.327362
256,149141.493100,94978.000000,2706.068735
512,116095.024829,56414.000000,1340.455893
1024,296681.762043,175952.000000,8665.917839
2048,397242.153946,261495.000000,8776.459423
4096,537584.798094,293003.000000,65454.602474
8192,519434.969842,273573.000000,287818.178743
16384,482120.811999,255071.000000,56862.541756
32768,502925.392027,266584.000000,344780.989080
65536,782926.217252,173975.000000,679072.414868
