frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,58558.383243,27256.000000,0.000000
4,145669.051071,113016.000000,0.000000
8,79816.451606,50210.000000,0.000000
16,127615.719725,78558.000000,0.000000
32,125992.153212,70416.000000,0.000000
64,107671.137103,85248.000000,0.000000
128,494535.975621,283374.000000,0.000000
256,111874.012545,73369.000000,0.000000
512,155064.464085,73304.000000,0.000000
1024,235300.034711,172002.000000,0.000000
2048,487703.738056,370736.000000,0.000000
4096,215475.085379,131439.000000,0.000000
8192,156065.727022,81927.000000,0.000000
16384,228877.233254,100717.000000,0.000000
32768,256575.378037,110002.000000,0.000000
65536,241079.076243,55624.000000,0.000000
