frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,170716.680140,132384.000000,0.000000
4,219832.935167,166946.000000,0.000000
8,60666.844281,42487.000000,0.000000
16,236002.959547,192452.000000,0.000000
32,86588.519095,40466.000000,0.000000
64,341551.041849,215848.000000,0.000000
128,361493.733590,193295.000000,0.000000
256,325355.230333,176446.000000,0.000000
512,368789.997629,254661.000000,0.000000
1024,527763.612835,246546.000000,0.000000
2048,318133.960603,136980.000000,0.000000
4096,631595.171132,196995.000000,0.000000
8192,287210.965840,116499.000000,0.000000
16384,503709.536583,186058.000000,0.000000
32768,191504.738983,57287.000000,0.000000
65536,1545564.876040,208465.000000,0.000000
