frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,204496.990508,127321.000000,46.818800
4,368208.698765,195304.000000,255.830022
8,109017.585957,48910.000000,188.369318
16,325018.972168,219464.000000,134.201341
32,268389.374486,226049.000000,4730.277793
64,369794.063366,216493.000000,1419.125435
128,556449.286391,281931.000000,3245.716716
256,336374.214856,278992.000000,7465.372998
512,358955.554420,225122.000000,4116.567138
1024,590473.006275,310659.000000,2601.427685
2048,178837.009565,120844.000000,7531.320402
4096,362574.908606,223101.000000,47920.377044
8192,478312.501059,226937.000000,257883.106862
16384,724428.012562,223255.000000,309630.197363
32768,1115870.294621,190655.000000,999300.416181
65536,260919.159862,57983.000000,70420.324105
