frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,251953.612383,214420.000000,0.000000
4,122755.121058,104324.000000,0.000000
8,80584.728150,48885.000000,0.000000
16,352254.830185,260774.000000,0.000000
32,78836.436658,61278.000000,0.000000
64,69879.961241,36435.000000,0.000000
128,229998.852206,147702.000000,0.000000
256,364427.026723,284181.000000,0.000000
512,119280.396529,77157.000000,0.000000
1024,170926.448620,118812.000000,0.000000
2048,197502.835402,142423.000000,0.000000
4096,350493.907314,229322.000000,0.000000
8192,682259.511687,341318.000000,0.000000
16384,297789.072761,151084.000000,0.000000
32768,442778.695673,259055.000000,0.000000
65536,234040.606477,147139.000000,0.000000
