frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,82396.627304,38169.000000,18.165902
4,185702.949258,113604.000000,45.011110
8,379479.360024,243212.000000,51.903757
16,127906.923824,97779.000000,282.294173
32,99013.006221,58119.000000,310.589762
64,236322.056943,159448.000000,87.103387
128,206717.125940,151826.000000,518.188190
256,431880.050810,224107.000000,2513.495176
512,199876.619553,141629.000000,8395.848200
1024,197038.674841,126611.000000,15430.982697
2048,210295.813037,101019.000000,42706.722398
4096,275569.450103,108502.000000,11923.835876
8192,214733.206682,132158.000000,52716.740889
16384,276594.111201,51159.000000,122773.997467
32768,641057.059269,249073.000000,546601.406959
65536,365916.168861,183307.000000,310168.793337
