frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,344291.600846,298494.000000,32.388269
4,128637.351042,68172.000000,356.363578
8,293821.664031,285624.000000,12.529964
16,225032.167916,154666.000000,399.050122
32,169849.530947,114228.000000,614.430631
64,217923.367765,207241.000000,9436.665619
128,180266.774157,127650.000000,822.049877
256,483709.706144,285352.000000,1165.464285
512,393495.321333,233421.000000,6440.319480
1024,299984.035322,220443.000000,8643.661319
2048,150344.322051,71682.000000,10241.194510
4096,656252.135429,316234.000000,12600.590423
8192,544856.368505,239662.000000,396567.268514
16384,563074.142588,240505.000000,286165.854712
32768,226901.380948,129249.000000,141574.601804
65536,489427.386258,381281.000000,423342.447888
