frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,359692.413385,228450.000000,0.000000
4,160089.782060,120898.000000,0.000000
8,323227.126045,208234.000000,0.000000
16,432143.774044,419637.000000,0.000000
32,279490.978362,216736.000000,0.000000
64,176481.346337,159067.000000,0.000000
128,140139.538033,130186.000000,0.000000
256,109145.100701,79985.000000,0.000000
512,123055.874520,73953.000000,0.000000
1024,169316.649739,107389.000000,0.000000
2048,99789.741296,60423.000000,0.000000
4096,311978.905300,175099.000000,0.000000
8192,172896.206743,116737.000000,0.000000
16384,362643.408479,143798.000000,0.000000
32768,478600.057151,231184.000000,0.000000
65536,55047.174287,25017.000000,0.000000
