frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,106577.948596,84787.000000,241.497412
4,109320.087486,60751.000000,25.553865
8,98280.761352,70039.000000,49.859803
16,408157.207446,294794.000000,511.735283
32,204444.956169,141951.000000,61.302528
64,139555.946007,92626.000000,1652.748317
128,74345.158639,36502.000000,120.104121
256,421263.486713,270546.000000,3206.347922
512,140839.266098,86847.000000,799.211486
1024,334830.836428,210992.000000,4019.291480
2048,283663.168221,246496.000000,14325.795336
4096,227121.290816,171601.000000,180279.237901
8192,180458.474694,92528.000000,16951.109875
16384,433130.370474,275301.000000,358015.458251
32768,501250.747820,275487.000000,165473.820032
65536,168549.644200,83323.000000,12200.352413
