arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,90.00,36,100.00,0.00,99
26.00,90.00,27,100.00,0.00,98
30.00,15.30,32768,1.02,98.98,98
20.00,90.00,18,100.00,0.00,97
36.00,90.00,27,100.00,0.00,99
24.00,19.70,4096,1.04,98.96,96
34.00,15.30,32768,2.08,97.92,96
36.00,90.00,18,100.00,0.00,99
34.00,13.00,262144,1.03,98.97,97
36.00,32.30,512,98.99,1.01,99
40.00,90.00,18,100.00,0.00,99
38.00,90.00,18,100.00,0.00,99
38.00,90.00,36,100.00,0.00,99
40.00,13.00,262144,5.00,95.00,100
26.00,90.00,18,100.00,0.00,98
40.00,90.00,36,100.00,0.00,99
40.00,90.00,27,100.00,0.00,99
24.00,90.00,18,100.00,0.00,97
36.00,90.00,36,100.00,0.00,99
30.00,90.00,18,100.00,0.00,99
38.00,32.30,512,100.00,0.00,99
38.00,15.30,32768,2.02,97.98,99
30.00,32.30,512,98.99,1.01,99
22.00,90.00,18,100.00,0.00,98
22.00,90.00,36,100.00,0.00,97
22.00,15.30,32768,1.08,98.92,93
32.00,15.30,32768,3.06,96.94,98
20.00,90.00,27,100.00,0.00,97
28.00,90.00,27,100.00,0.00,98
34.00,90.00,18,100.00,0.00,99
30.00,90.00,36,100.00,0.00,99
40.00,32.30,512,98.99,1.01,99
32.00,90.00,27,100.00,0.00,99
24.00,90.00,36,100.00,0.00,98
34.00,32.30,512,96.97,3.03,99
26.00,15.30,32768,4.00,96.00,100
24.00,13.00,262144,2.08,97.92,96
28.00,90.00,36,100.00,0.00,98
32.00,32.30,512,97.98,2.02,99
22.00,32.30,512,97.94,2.06,97
38.00,90.00,27,100.00,0.00,99
30.00,19.70,4096,2.02,97.98,99
34.00,90.00,27,100.00,0.00,99
26.00,90.00,36,100.00,0.00,98
30.00,90.00,27,100.00,0.00,98
36.00,15.30,32768,3.03,96.97,99
36.00,19.70,4096,5.05,94.95,99
22.00,19.70,4096,2.06,97.94,97
32.00,19.70,4096,2.04,97.96,98
38.00,13.00,262144,2.04,97.96,98
26.00,13.00,262144,2.02,97.98,99
32.00,90.00,18,100.00,0.00,99
26.00,32.30,512,98.97,1.03,97
24.00,90.00,27,100.00,0.00,98
20.00,15.30,32768,1.02,98.98,98
28.00,32.30,512,100.00,0.00,98
32.00,13.00,262144,2.00,98.00,100
34.00,90.00,36,100.00,0.00,99
20.00,90.00,36,100.00,0.00,97
30.00,13.00,262144,3.33,96.67,90
28.00,90.00,18,100.00,0.00,98
20.00,32.30,512,100.00,0.00,97
28.00,19.70,4096,4.04,95.96,99
26.00,19.70,4096,3.06,96.94,98
28.00,13.00,262144,2.02,97.98,99
22.00,90.00,27,100.00,0.00,97
20.00,13.00,262144,2.02,97.98,99
24.00,15.30,32768,2.02,97.98,99
28.00,15.30,32768,2.06,97.94,97
38.00,19.70,4096,5.00,95.00,100
24.00,32.30,512,98.98,1.02,98
36.00,13.00,262144,2.02,97.98,99
22.00,13.00,262144,3.03,96.97,99
40.00,19.70,4096,1.01,98.99,99
20.00,19.70,4096,1.04,98.96,96
40.00,15.30,32768,4.00,96.00,100
34.00,19.70,4096,1.01,98.99,99
