frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,446197.300449,106335.000000,0.000000
4,395507.670907,140176.000000,0.000000
8,728333.086942,196728.000000,0.000000
16,323331.602682,83796.000000,0.000000
32,969773.225799,293358.000000,0.000000
64,658143.889015,193742.000000,0.000000
128,1049880.782833,227950.000000,0.000000
256,727586.832382,265056.000000,0.000000
512,1149749.597889,255038.000000,0.000000
1024,1082921.698158,204160.000000,0.000000
2048,1061173.163192,235195.000000,0.000000
4096,674003.297749,179051.000000,0.000000
8192,209191.963531,80552.000000,0.000000
16384,1350038.206804,217365.000000,0.000000
32768,255183.637634,96911.000000,0.000000
65536,1387357.123440,167180.000000,0.000000
