frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,468696.009679,64439.000000,0.000000
4,1206487.878549,166236.000000,0.000000
8,735582.043288,100860.000000,0.000000
16,1028448.914898,145890.000000,0.000000
32,303348.470868,55647.000000,0.000000
64,962565.561699,134131.000000,0.000000
128,831290.682466,113295.000000,0.000000
256,1139330.516890,163645.000000,0.000000
512,923325.555619,100133.000000,0.000000
1024,1374460.856950,162338.000000,0.000000
2048,1986115.072425,231411.000000,0.000000
4096,2384793.279123,241420.000000,0.000000
8192,3851250.760633,283029.000000,0.000000
16384,3256924.629777,203736.000000,0.000000
32768,347899.657003,44153.000000,0.000000
65536,390494.564960,56907.000000,0.000000
