frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,704979.276196,286383.000000,0.000000
4,351996.066772,110398.000000,0.000000
8,578527.620913,136049.000000,0.000000
16,261531.409997,105828.000000,0.000000
32,611092.262063,170312.000000,0.000000
64,533605.296279,129608.000000,0.000000
128,644585.877376,194244.000000,0.000000
256,512007.392819,123998.000000,0.000000
512,352204.074018,76727.000000,0.000000
1024,969525.322013,222684.000000,0.000000
2048,907434.535896,270063.000000,0.000000
4096,870659.364523,165557.000000,0.000000
8192,1192469.268861,252778.000000,0.000000
16384,807415.609566,208905.000000,0.000000
32768,1267734.287938,245824.000000,0.000000
65536,2524792.366814,218318.000000,0.000000
