frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,475337.911767,68438.000000,0.000000
4,1707225.033310,216629.000000,0.000000
8,470060.600467,62668.000000,0.000000
16,318953.879555,55478.000000,0.000000
32,1114877.987960,156784.000000,0.000000
64,834875.231235,111946.000000,0.000000
128,2113982.131788,234023.000000,0.000000
256,1102898.473896,144012.000000,0.000000
512,1327705.371386,152701.000000,0.000000
1024,1807201.563370,202519.000000,0.000000
2048,2307772.184352,258012.000000,0.000000
4096,1806052.222476,235588.000000,0.000000
8192,1670775.823264,161174.000000,0.000000
16384,2887240.214550,211563.000000,0.000000
32768,1230000.659993,117638.000000,0.000000
65536,1345424.142795,63587.000000,0.000000
