frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,310876.262688,125614.000000,0.000000
4,713019.685291,238830.000000,0.000000
8,356700.253806,116741.000000,0.000000
16,722686.139621,280821.000000,0.000000
32,531603.343101,190035.000000,0.000000
64,586026.714629,213323.000000,0.000000
128,1241067.322054,235821.000000,0.000000
256,332074.608252,123577.000000,0.000000
512,904873.796074,259346.000000,0.000000
1024,1201770.544187,277752.000000,0.000000
2048,777372.770496,251584.000000,0.000000
4096,922747.321330,240738.000000,0.000000
8192,856609.668015,200594.000000,0.000000
16384,540984.323652,159032.000000,0.000000
32768,1176040.270626,241138.000000,0.000000
65536,396683.477284,64764.000000,0.000000
