frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,298603.692432,176728.000000,0.000000
4,271879.609274,148061.000000,0.000000
8,549314.923272,196104.000000,0.000000
16,205831.888698,75643.000000,0.000000
32,170420.440860,72110.000000,0.000000
64,88414.706277,34832.000000,0.000000
128,276033.160247,103170.000000,0.000000
256,105461.370824,35220.000000,0.000000
512,352725.742839,194027.000000,0.000000
1024,119646.596960,49144.000000,0.000000
2048,609725.848980,247824.000000,0.000000
4096,736013.699854,231163.000000,0.000000
8192,847266.797962,293196.000000,0.000000
16384,221716.212299,96936.000000,0.000000
32768,399427.250937,117856.000000,0.000000
65536,639750.434625,115117.000000,0.000000
