frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,386206.187894,136301.000000,0.000000
4,177890.262485,64538.000000,0.000000
8,375519.393371,100404.000000,0.000000
16,765458.591432,243109.000000,0.000000
32,636960.608597,222405.000000,0.000000
64,336792.972486,142316.000000,0.000000
128,827882.632709,267281.000000,0.000000
256,709697.617894,259641.000000,0.000000
512,598571.488357,216136.000000,0.000000
1024,318725.038056,71451.000000,0.000000
2048,1358460.236240,258009.000000,0.000000
4096,469249.987917,103920.000000,0.000000
8192,817514.850447,134937.000000,0.000000
16384,934319.323781,251840.000000,0.000000
32768,2485615.473565,264258.000000,0.000000
65536,1017192.120910,120829.000000,0.000000
