frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,801447.730803,117428.000000,0.000000
4,422570.724336,74922.000000,0.000000
8,621377.105265,77721.000000,0.000000
16,1101593.869957,154612.000000,0.000000
32,1704723.686821,202586.000000,0.000000
64,647677.631021,105127.000000,0.000000
128,1503166.904148,167921.000000,0.000000
256,1643069.256721,205789.000000,0.000000
512,1166113.417194,161583.000000,0.000000
1024,924292.669006,123677.000000,0.000000
2048,1274945.021415,152728.000000,0.000000
4096,1047380.224870,133150.000000,0.000000
8192,1952097.187143,208686.000000,0.000000
16384,1280672.062689,158203.000000,0.000000
32768,1194451.259934,57197.000000,0.000000
65536,3300932.121531,238665.000000,0.000000
