frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,552896.402091,322326.000000,0.000000
4,255491.240259,137475.000000,0.000000
8,265313.964069,211170.000000,0.000000
16,192416.640746,87717.000000,0.000000
32,563064.600995,301391.000000,0.000000
64,187981.372524,109532.000000,0.000000
128,655566.498740,217578.000000,0.000000
256,217781.681902,88881.000000,0.000000
512,260875.780039,140126.000000,0.000000
1024,599932.088267,200099.000000,0.000000
2048,333555.245911,109623.000000,0.000000
4096,1169111.835232,311000.000000,0.000000
8192,630440.789740,272743.000000,0.000000
16384,675944.568306,237193.000000,0.000000
32768,382024.582454,162256.000000,0.000000
65536,974811.892104,287538.000000,0.000000
