frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,213556.268353,119490.000000,0.000000
4,439673.255847,273352.000000,0.000000
8,167774.192127,83651.000000,0.000000
16,430194.268393,242848.000000,0.000000
32,194208.087440,105742.000000,0.000000
64,324939.019265,176500.000000,0.000000
128,198947.139527,110859.000000,0.000000
256,601880.203885,390256.000000,0.000000
512,282302.941033,218423.000000,0.000000
1024,324660.338532,165472.000000,0.000000
2048,554839.993361,336340.000000,0.000000
4096,326504.060431,151094.000000,0.000000
8192,702555.809136,296178.000000,0.000000
16384,392301.001129,231284.000000,0.000000
32768,447312.882103,184252.000000,0.000000
65536,424806.723343,114742.000000,0.000000
