frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,549299.069854,341951.000000,0.000000
4,339959.764449,185391.000000,0.000000
8,421607.113477,167976.000000,0.000000
16,368223.667348,151097.000000,0.000000
32,747435.902934,435810.000000,0.000000
64,68978.778874,32939.000000,0.000000
128,105045.097948,56510.000000,0.000000
256,260361.570198,117767.000000,0.000000
512,133042.315216,51115.000000,0.000000
1024,115071.493490,73371.000000,0.000000
2048,119058.298211,63154.000000,0.000000
4096,437789.160162,228264.000000,0.000000
8192,298817.795785,123133.000000,0.000000
16384,430842.412572,413100.000000,0.000000
32768,716824.906154,263224.000000,0.000000
65536,767600.626006,178973.000000,0.000000
