frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,631316.818639,107836.000000,0.000000
4,696738.520000,109321.000000,0.000000
8,500757.465098,80619.000000,0.000000
16,880516.337353,111286.000000,0.000000
32,1429186.935221,177637.000000,0.000000
64,1758793.337125,194419.000000,0.000000
128,1305053.859042,155338.000000,0.000000
256,1350720.527232,173863.000000,0.000000
512,1303315.618268,161962.000000,0.000000
1024,679987.262268,102656.000000,0.000000
2048,2355063.111196,256554.000000,0.000000
4096,2587596.165791,252939.000000,0.000000
8192,2124672.256094,251581.000000,0.000000
16384,2727887.952561,288774.000000,0.000000
32768,527139.371984,31849.000000,0.000000
65536,5138475.364432,230330.000000,0.000000
