frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,533345.811727,245237.000000,0.000000
4,87047.972871,48927.000000,0.000000
8,198482.215853,66754.000000,0.000000
16,349551.589021,308472.000000,0.000000
32,209338.292250,90285.000000,0.000000
64,499994.472452,296723.000000,0.000000
128,424016.912039,316383.000000,0.000000
256,237366.793575,141038.000000,0.000000
512,857806.924168,352290.000000,0.000000
1024,362654.875667,176288.000000,0.000000
2048,416032.320716,260560.000000,0.000000
4096,260167.666955,130840.000000,0.000000
8192,110639.775049,64432.000000,0.000000
16384,52302.553532,14369.000000,0.000000
32768,459515.147823,211324.000000,0.000000
65536,394618.054002,135691.000000,0.000000
