frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,127082.896674,43150.000000,0.000000
4,483545.724745,97334.000000,0.000000
8,1060711.195411,280909.000000,0.000000
16,874878.752450,208119.000000,0.000000
32,141795.194767,38189.000000,0.000000
64,736527.830182,230629.000000,0.000000
128,1072594.120181,221999.000000,0.000000
256,1365499.535205,296799.000000,0.000000
512,886694.903115,225430.000000,0.000000
1024,629836.921207,204647.000000,0.000000
2048,693909.747699,158363.000000,0.000000
4096,1246401.506350,213433.000000,0.000000
8192,616438.274279,127925.000000,0.000000
16384,148829.038776,53715.000000,0.000000
32768,1456934.947490,300647.000000,0.000000
65536,145104.063375,28538.000000,0.000000
