frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,99658.936940,36426.000000,0.000000
4,108995.016193,72965.000000,0.000000
8,159447.426956,95443.000000,0.000000
16,203750.608698,133967.000000,0.000000
32,172808.980664,153375.000000,0.000000
64,276841.870043,171907.000000,0.000000
128,159419.421361,132691.000000,0.000000
256,325308.626687,311931.000000,0.000000
512,226935.417348,164091.000000,0.000000
1024,681933.811808,304676.000000,0.000000
2048,137543.761422,64319.000000,0.000000
4096,549133.577760,282587.000000,0.000000
8192,130603.913858,78739.000000,0.000000
16384,406856.302153,222366.000000,0.000000
32768,266115.068172,97337.000000,0.000000
65536,224659.604662,93729.000000,0.000000
