frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,883175.632994,119542.000000,0.000000
4,607014.776672,90274.000000,0.000000
8,967233.403557,123895.000000,0.000000
16,431318.585648,80079.000000,0.000000
32,1185826.836785,171537.000000,0.000000
64,1015233.727635,132145.000000,0.000000
128,980119.297995,132373.000000,0.000000
256,1329023.111349,169090.000000,0.000000
512,1598357.448661,172798.000000,0.000000
1024,1878143.799688,194696.000000,0.000000
2048,2994585.332637,265662.000000,0.000000
4096,681700.338324,113231.000000,0.000000
8192,416966.243019,51149.000000,0.000000
16384,2687284.707018,258392.000000,0.000000
32768,3599241.057977,229436.000000,0.000000
65536,4267276.009860,245530.000000,0.000000
