frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,636970.522312,302098.000000,0.000000
4,226709.435540,54754.000000,0.000000
8,449957.789708,233346.000000,0.000000
16,230794.052627,131039.000000,0.000000
32,228849.126474,97735.000000,0.000000
64,66572.061069,25679.000000,0.000000
128,400535.400279,222279.000000,0.000000
256,555134.109454,196748.000000,0.000000
512,503839.126658,139928.000000,0.000000
1024,381647.385061,195555.000000,0.000000
2048,699110.445043,334716.000000,0.000000
4096,617699.943890,253802.000000,0.000000
8192,617060.017895,196710.000000,0.000000
16384,211874.919629,84125.000000,0.000000
32768,1624243.472808,263119.000000,0.000000
65536,794985.507683,193708.000000,0.000000
