frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,229577.287805,88513.000000,0.000000
4,165396.428813,89559.000000,0.000000
8,175741.322753,113482.000000,0.000000
16,281016.177330,148743.000000,0.000000
32,225314.869216,149801.000000,0.000000
64,268636.754658,89411.000000,0.000000
128,136789.041959,36833.000000,0.000000
256,494746.736315,247243.000000,0.000000
512,452004.119837,209203.000000,0.000000
1024,425827.136194,208972.000000,0.000000
2048,323313.939126,124273.000000,0.000000
4096,594368.122284,189696.000000,0.000000
8192,293735.916570,92898.000000,0.000000
16384,490816.190156,169748.000000,0.000000
32768,954035.785155,279678.000000,0.000000
65536,1578104.038304,279289.000000,0.000000
