frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,525639.952627,166721.000000,0.000000
4,590445.894420,192161.000000,0.000000
8,864002.899559,223920.000000,0.000000
16,503821.337074,166220.000000,0.000000
32,374757.005602,136479.000000,0.000000
64,713948.061175,156281.000000,0.000000
128,782350.379868,250645.000000,0.000000
256,600575.900153,179535.000000,0.000000
512,798661.073509,180428.000000,0.000000
1024,757479.083482,199949.000000,0.000000
2048,1010900.907273,233642.000000,0.000000
4096,181942.716241,31107.000000,0.000000
8192,1240691.913423,290259.000000,0.000000
16384,712868.067020,201948.000000,0.000000
32768,1601976.527185,289889.000000,0.000000
65536,512541.349781,101015.000000,0.000000
