frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,113012.317258,47054.000000,0.000000
4,815964.255395,290937.000000,0.000000
8,188791.145325,59881.000000,0.000000
16,198558.466614,159695.000000,0.000000
32,686271.456415,269190.000000,0.000000
64,206860.552257,127444.000000,0.000000
128,298204.372257,100988.000000,0.000000
256,966162.227952,290102.000000,0.000000
512,226389.601614,83716.000000,0.000000
1024,579672.462128,303138.000000,0.000000
2048,721616.737203,256570.000000,0.000000
4096,296092.363282,206159.000000,0.000000
8192,453410.066633,134083.000000,0.000000
16384,359190.237945,115796.000000,0.000000
32768,774412.447565,209717.000000,0.000000
65536,422072.966274,239260.000000,0.000000
