frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
2,285046.254243,284147.741305,284719.310952,285051.338020,285046.254243,285046.254243,7148.000000,7148.000000,7148.000000,7148.000000,7148.000000,7148.000000
4,199756.255502,199888.331313,199154.963237,199756.255502,199756.255502,199756.255502,4173.000000,7209.000000,4420.000000,4173.000000,4173.000000,4173.000000
16,720602.918664,710744.847034,717618.640274,720602.918664,720602.918664,720602.918664,13368.000000,14874.000000,13368.000000,13368.000000,13368.000000,13368.000000
8,797769.127439,788700.127772,792144.865537,797769.127439,797769.127439,797769.127439,13666.000000,16559.000000,13666.000000,13666.000000,13666.000000,13666.000000
32,802074.167358,793672.170322,798268.808506,802074.167358,802074.167358,802074.167358,17274.000000,17274.000000,17274.000000,17274.000000,17274.000000,17274.000000
512,926026.412097,912431.800406,919301.248661,923064.150533,926026.412097,926026.412097,16336.000000,17239.000000,16762.000000,16336.000000,16336.000000,16336.000000
64,917034.766839,903889.206271,910278.110221,917034.766839,917034.766839,917034.766839,16595.000000,17961.000000,16595.000000,16595.000000,16595.000000,16595.000000
4096,1495629.753192,1484734.457270,1473616.377394,1483810.110096,1495629.753192,1495629.753192,25064.000000,30982.000000,26047.000000,25418.000000,25064.000000,25064.000000
128,1130118.923350,1114097.112070,1120698.668739,1130118.923350,1130118.923350,1130118.923350,19772.000000,22362.000000,20488.000000,19772.000000,19772.000000,19772.000000
1024,1313091.466154,1289675.799071,1301006.659144,1313007.078359,1313091.466154,1313091.466154,21910.000000,24857.000000,23367.000000,21910.000000,21910.000000,21910.000000
65536,645910.506122,640478.169906,642332.224262,644869.169224,645910.506122,645910.506122,12660.000000,14776.000000,12920.000000,12660.000000,12660.000000,12660.000000
256,1063193.596998,1048324.442552,1055945.071410,1063193.596998,1063193.596998,1063193.596998,17023.000000,19898.000000,18073.000000,17023.000000,17023.000000,17023.000000
8192,1571354.464067,1547148.019773,1550642.370167,1569767.128789,1571354.464067,1571354.464067,27669.000000,28229.000000,27709.000000,27669.000000,27669.000000,27669.000000
16384,2100342.146112,2071650.636186,2078591.428000,2094555.322493,2100342.146112,2100342.146112,31693.000000,36623.000000,32368.000000,31854.000000,31693.000000,31693.000000
2048,1610911.887388,1586819.586976,1589534.425996,1607960.699857,1610911.887388,1610911.887388,28392.000000,32685.000000,28392.000000,28392.000000,28392.000000,28392.000000
32768,1327186.897510,1315626.134543,1312986.101223,1327186.897510,1327186.897510,1327186.897510,24223.000000,29224.000000,25663.000000,24223.000000,24223.000000,24223.000000
