frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
64,578042.155779,578042.155779,578042.155779,578042.155779,578042.155779,578042.155779,12151.000000,12151.000000,12151.000000,12151.000000,12151.000000,12151.000000
2,430577.640411,430577.640411,430577.640411,430577.640411,430577.640411,430577.640411,7440.000000,7440.000000,7440.000000,7440.000000,7440.000000,7440.000000
4,447814.044700,447814.044700,447814.044700,447814.044700,447814.044700,447814.044700,7889.000000,7889.000000,7889.000000,7889.000000,7889.000000,7889.000000
128,966947.524677,966947.524677,966947.524677,966947.524677,966947.524677,966947.524677,17484.000000,17484.000000,17484.000000,17484.000000,17484.000000,17484.000000
8,508460.195202,508460.195202,508460.195202,508460.195202,508460.195202,508460.195202,8304.000000,8304.000000,8304.000000,8304.000000,8304.000000,8304.000000
16384,443016.640164,443016.640164,443016.640164,443016.640164,443016.640164,443016.640164,10120.000000,10120.000000,10120.000000,10120.000000,10120.000000,10120.000000
4096,1046611.449937,1046611.449937,1046611.449937,1046611.449937,1046611.449937,1046611.449937,19026.000000,19026.000000,19026.000000,19026.000000,19026.000000,19026.000000
32,953452.031171,953452.031171,953452.031171,953452.031171,953452.031171,953452.031171,16406.000000,16406.000000,16406.000000,16406.000000,16406.000000,16406.000000
256,1055757.605213,1055757.605213,1055757.605213,1055757.605213,1055757.605213,1055757.605213,18216.000000,18216.000000,18216.000000,18216.000000,18216.000000,18216.000000
16,936864.204720,936864.204720,936864.204720,936864.204720,936864.204720,936864.204720,17966.000000,17966.000000,17966.000000,17966.000000,17966.000000,17966.000000
2048,1267155.072326,1267155.072326,1267155.072326,1267155.072326,1267155.072326,1267155.072326,22890.000000,22890.000000,22890.000000,22890.000000,22890.000000,22890.000000
1024,1241354.013742,1241354.013742,1241354.013742,1241354.013742,1241354.013742,1241354.013742,22873.000000,22873.000000,22873.000000,22873.000000,22873.000000,22873.000000
512,1180393.293091,1180393.293091,1180393.293091,1180393.293091,1180393.293091,1180393.293091,17894.000000,17894.000000,17894.000000,17894.000000,17894.000000,17894.000000
8192,1450498.420760,1450498.420760,1450498.420760,1450498.420760,1450498.420760,1450498.420760,28475.000000,28475.000000,28475.000000,28475.000000,28475.000000,28475.000000
32768,2793960.590153,2793960.590153,2793960.590153,2793960.590153,2793960.590153,2793960.590153,44085.000000,44085.000000,44085.000000,44085.000000,44085.000000,44085.000000
65536,5131369.447866,5131369.447866,5131369.447866,5131369.447866,5131369.447866,5131369.447866,84172.000000,84172.000000,84172.000000,84172.000000,84172.000000,84172.000000
