frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
65536,1034883.220347,1034883.025200,1034882.453165,1034882.453165,1034882.453165,1034882.453165,19770.000000,19770.000000,19770.000000,19770.000000,19770.000000,19770.000000
2,594610.631741,597179.619868,597179.619868,597179.619868,597179.619868,597179.619868,12199.000000,10942.000000,10942.000000,10942.000000,10942.000000,10942.000000
4096,275334.269740,274833.542831,274833.542831,274833.542831,274833.542831,274833.542831,7401.000000,5287.000000,5287.000000,5287.000000,5287.000000,5287.000000
8,321471.154146,321516.329436,321516.329436,321516.329436,321516.329436,321516.329436,6604.000000,6255.000000,6255.000000,6255.000000,6255.000000,6255.000000
32768,597090.170623,597085.406974,597085.423301,597085.423301,597085.423301,597085.423301,14193.000000,14193.000000,14193.000000,14193.000000,14193.000000,14193.000000
4,657374.282670,657374.282670,657374.282670,657374.282670,657374.282670,657374.282670,13117.000000,13117.000000,13117.000000,13117.000000,13117.000000,13117.000000
32,704020.284475,704020.284475,704020.284475,704020.284475,704020.284475,704020.284475,14114.000000,14114.000000,14114.000000,14114.000000,14114.000000,14114.000000
1024,889403.771271,901327.701438,901327.701438,901327.701438,901296.956188,901327.701438,19237.000000,16655.000000,16655.000000,16655.000000,16655.000000,16655.000000
2048,672528.142198,672528.142198,673134.302022,673134.302022,673134.302022,673134.302022,15743.000000,15743.000000,15743.000000,15743.000000,15743.000000,15743.000000
128,514224.981981,514373.624724,514373.624724,514373.624724,514373.624724,514373.624724,8456.000000,8456.000000,8456.000000,8456.000000,8456.000000,8456.000000
16384,1920407.518799,1965058.124257,1965058.124257,1965058.124257,1965058.124257,1965058.124257,45318.000000,45318.000000,45318.000000,45318.000000,45318.000000,45318.000000
16,835267.271766,836758.794025,836758.794025,836758.794025,836758.794025,836758.794025,12961.000000,12961.000000,12961.000000,12961.000000,12961.000000,12961.000000
256,996475.175365,997277.660135,997277.660135,997277.660135,997277.660135,997277.660135,17187.000000,17187.000000,17187.000000,17187.000000,17187.000000,17187.000000
512,1363221.374462,1363208.642317,1363208.642317,1363208.642317,1363221.374462,1363208.642317,22841.000000,22841.000000,22841.000000,22841.000000,22841.000000,22841.000000
64,1158113.011597,1158113.011597,1158113.011597,1158113.011597,1158113.011597,1158113.011597,18992.000000,18992.000000,18992.000000,18992.000000,18992.000000,18992.000000
8192,1166537.660756,1170883.206783,1170883.206783,1170883.206783,1170883.206783,1170883.206783,18162.000000,16505.000000,16505.000000,16505.000000,16505.000000,16505.000000
