frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
2,184193.317083,184193.317083,184193.317083,184193.317083,184193.317083,184193.317083,4092.000000,4092.000000,4092.000000,4092.000000,4092.000000,4092.000000
65536,688380.346176,688380.346176,688380.346176,688380.346176,688380.346176,688380.346176,25169.000000,25169.000000,25169.000000,25169.000000,25169.000000,25169.000000
4,192074.873802,192074.873802,192074.873802,192074.873802,192074.873802,192074.873802,3757.000000,3757.000000,3757.000000,3757.000000,3757.000000,3757.000000
8,450815.284436,450815.284436,450815.284436,450815.284436,450815.284436,450815.284436,8191.000000,8191.000000,8191.000000,8191.000000,8191.000000,8191.000000
32,707679.066489,707679.066489,707679.066489,707679.066489,707679.066489,707679.066489,11200.000000,11200.000000,11200.000000,11200.000000,11200.000000,11200.000000
16,611444.804405,611444.804405,611444.804405,611444.804405,611444.804405,611444.804405,10557.000000,10557.000000,10557.000000,10557.000000,10557.000000,10557.000000
8192,1184071.834021,1184071.834021,1184071.834021,1184071.834021,1184071.834021,1184071.834021,19921.000000,19921.000000,19921.000000,19921.000000,19921.000000,19921.000000
64,763397.544361,763397.544361,763397.544361,763397.544361,763397.544361,763397.544361,11869.000000,11869.000000,11869.000000,11869.000000,11869.000000,11869.000000
128,931937.618289,931937.618289,931937.618289,931937.618289,931937.618289,931937.618289,16338.000000,16338.000000,16338.000000,16338.000000,16338.000000,16338.000000
256,1228686.993294,1228686.993294,1228686.993294,1228686.993294,1228686.993294,1228686.993294,21154.000000,21154.000000,21154.000000,21154.000000,21154.000000,21154.000000
2048,1249489.050685,1249489.050685,1249489.050685,1249489.050685,1249489.050685,1249489.050685,21161.000000,21161.000000,21161.000000,21161.000000,21161.000000,21161.000000
1024,1252433.772472,1252433.772472,1252433.772472,1252433.772472,1252433.772472,1252433.772472,21095.000000,21095.000000,21095.000000,21095.000000,21095.000000,21095.000000
4096,1030031.817803,1030031.817803,1030031.817803,1030031.817803,1030031.817803,1030031.817803,16273.000000,16273.000000,16273.000000,16273.000000,16273.000000,16273.000000
512,1482010.670164,1482010.670164,1482010.670164,1482010.670164,1482010.670164,1482010.670164,25133.000000,25133.000000,25133.000000,25133.000000,25133.000000,25133.000000
16384,2208360.079402,2208360.079402,2208360.079402,2208360.079402,2208360.079402,2208360.079402,35977.000000,35977.000000,35977.000000,35977.000000,35977.000000,35977.000000
32768,2942699.501164,2942699.501164,2942699.501164,2942699.501164,2942699.501164,2942699.501164,49440.000000,49440.000000,49440.000000,49440.000000,49440.000000,49440.000000
