frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
2,351617.550300,351617.550300,351617.550300,351617.550300,351617.550300,351617.550300,6082.000000,6082.000000,6082.000000,6082.000000,6082.000000,6082.000000
8,299787.860168,299787.860168,299787.860168,299787.860168,299787.860168,299787.860168,18050.000000,18050.000000,18050.000000,18050.000000,18050.000000,18050.000000
128,707275.849212,707275.849212,707275.849212,707275.849212,707275.849212,707275.849212,19392.000000,19392.000000,19392.000000,19392.000000,19392.000000,19392.000000
4,429805.791571,429805.791571,429805.791571,429805.791571,429805.791571,429805.791571,18820.000000,18820.000000,18820.000000,18820.000000,18820.000000,18820.000000
1024,1003149.973162,1003149.973162,1003149.973162,1003149.973162,1003149.973162,1003149.973162,18121.000000,18121.000000,18121.000000,18121.000000,18121.000000,18121.000000
256,714857.306167,714857.306167,714857.306167,714857.306167,714857.306167,714857.306167,19729.000000,19729.000000,19729.000000,19729.000000,19729.000000,19729.000000
16,674736.847944,674736.847944,674736.847944,674736.847944,674736.847944,674736.847944,26806.000000,26806.000000,26806.000000,26806.000000,26806.000000,26806.000000
64,686519.162052,686519.162052,686519.162052,686519.162052,686519.162052,686519.162052,20128.000000,20128.000000,20128.000000,20128.000000,20128.000000,20128.000000
32,688384.722901,688384.722901,688384.722901,688384.722901,688384.722901,688384.722901,26425.000000,26425.000000,26425.000000,26425.000000,26425.000000,26425.000000
512,1080936.317096,1080936.317096,1080936.317096,1080936.317096,1080936.317096,1080936.317096,22873.000000,22873.000000,22873.000000,22873.000000,22873.000000,22873.000000
8192,728935.930237,728935.930237,728935.930237,728935.930237,728935.930237,728935.930237,26191.000000,26191.000000,26191.000000,26191.000000,26191.000000,26191.000000
16384,1508880.910571,1508880.910571,1508880.910571,1508880.910571,1508880.910571,1508880.910571,27000.000000,27000.000000,27000.000000,27000.000000,27000.000000,27000.000000
65536,1961302.241283,1961302.241283,1961302.241283,1961302.241283,1961302.241283,1961302.241283,45204.000000,45204.000000,45204.000000,45204.000000,45204.000000,45204.000000
2048,1491317.974026,1491317.974026,1491317.974026,1491317.974026,1491317.974026,1491317.974026,27152.000000,27152.000000,27152.000000,27152.000000,27152.000000,27152.000000
4096,1703071.758411,1703071.758411,1703071.758411,1703071.758411,1703071.758411,1703071.758411,30592.000000,30592.000000,30592.000000,30592.000000,30592.000000,30592.000000
32768,2363222.861985,2363222.861985,2363222.861985,2363222.861985,2363222.861985,2363222.861985,32674.000000,32674.000000,32674.000000,32674.000000,32674.000000,32674.000000
