frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,650846.452154,16209.000000,5457.760072
4,1178526.409047,33516.000000,10482.059626
8,427470.743702,10046.000000,28287.861584
16,342792.200123,7396.000000,2366.691784
32,1690761.571812,27944.000000,58294.635371
64,863466.370634,15647.000000,50810.320280
128,311646.504457,10052.000000,2690.675752
256,221214.894193,6878.000000,22663.941824
512,2202789.642501,37531.000000,170020.911067
1024,910499.377889,16577.000000,16393.237783
2048,2649709.492080,43065.000000,701540.461648
4096,2003070.938105,43663.000000,479925.992262
8192,1699603.687910,34034.000000,208073.738581
16384,1659730.633414,34044.000000,183077.884473
32768,1362653.453661,28860.000000,486283.011989
65536,4175899.505129,65033.000000,1281286.341959
