frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,645218.646548,12144.000000,17481.755289
4,1098428.391686,15139.000000,16508.226858
8,1050307.126210,16568.000000,32837.515923
16,377237.116449,6720.000000,12220.650474
32,324708.167460,5744.000000,1436.810704
64,933905.059279,20547.000000,33312.640889
128,658220.523546,10854.000000,25495.699108
256,1056846.520307,18474.000000,77196.327588
512,1760449.927377,26597.000000,278401.691755
1024,1369396.079541,23874.000000,105280.348294
2048,1798817.560474,32635.000000,468095.845826
4096,1116067.573248,20899.000000,188977.380578
8192,1697665.560649,31594.000000,258088.030831
16384,1480806.960477,25466.000000,662262.471101
32768,869175.139210,14229.000000,154427.986923
65536,4179322.025091,84148.000000,4178837.867792
