frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,541980.851803,12559.000000,21116.308034
4,600136.664826,11084.000000,18334.314113
8,706344.259592,19100.000000,8368.502315
16,706093.192448,13006.000000,29414.977138
32,723091.346534,14877.000000,21329.675150
64,1243264.274747,18233.000000,60493.771655
128,689147.278911,10800.000000,42257.842018
256,1876342.794301,32697.000000,107632.095970
512,848189.658087,18833.000000,190393.024071
1024,1272705.103084,23758.000000,305680.971459
2048,1187656.545533,16729.000000,251852.896221
4096,1631915.026767,26049.000000,238572.822119
8192,2504537.317297,41490.000000,936271.694528
16384,1518536.120032,23324.000000,496550.009425
32768,872071.044863,17399.000000,324030.848893
65536,3498588.191709,54878.000000,1854354.841006
