frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,245872.074850,6326.000000,2514.408280
4,438575.815027,9733.000000,10501.974862
8,677151.325815,15286.000000,10142.330156
16,743179.839276,17073.000000,9224.831164
32,542175.520228,9920.000000,30169.501421
64,741916.553450,11930.000000,37537.049631
128,657964.353263,10656.000000,55808.828119
256,832193.494284,12625.000000,102402.853344
512,1931853.469490,27528.000000,127010.430733
1024,1161480.228245,18218.000000,91289.611709
2048,2744839.023202,44866.000000,738918.438141
4096,1051559.069081,20786.000000,149259.039468
8192,1042061.014811,24317.000000,325698.525321
16384,2353448.559017,31519.000000,388957.770809
32768,418386.816756,17009.000000,410121.427283
65536,1904721.930753,30637.000000,1200181.917912
