frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,902372.160429,23842.000000,30256.192441
4,9572642.179921,103593.000000,286781.778415
8,154656.874532,5680.000000,2568.585603
16,383055.071727,12564.000000,15303.403968
32,2695245.440954,51305.000000,2032.938268
64,10488764.840898,195456.000000,492312.040965
128,1301818.430541,31288.000000,43555.022764
256,496556.052059,12036.000000,38236.702368
512,2240426.698036,35237.000000,352202.661935
1024,1992731.235466,32607.000000,407664.242762
2048,883742.898461,18950.000000,171093.929697
4096,314105.318463,7098.000000,54497.394984
8192,2757523.713142,45748.000000,59081.773467
16384,2344091.103171,33403.000000,1114502.241249
32768,477571.853895,15538.000000,304964.345939
65536,780636.566040,23994.000000,0.000000
