frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,183718.511128,4284.000000,542.127291
4,970133.867895,18960.000000,8725.262002
8,740657.489045,13149.000000,13526.485944
16,759844.842967,12372.000000,13914.076901
32,689983.382091,10250.000000,33646.331004
64,375042.330042,7586.000000,18788.749293
128,622614.054799,10836.000000,19888.309782
256,2300854.001380,32432.000000,20289.451028
512,2143528.580229,33876.000000,379400.011823
1024,1524471.289057,29294.000000,348277.676679
2048,1181738.912352,22223.000000,66950.028506
4096,2558233.636842,38082.000000,330602.320247
8192,1549298.564077,30985.000000,480897.386615
16384,825381.401433,17710.000000,497429.476871
32768,1756979.524567,39684.000000,1529953.710819
65536,1179900.808283,21279.000000,568666.871386
