frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,580424.181951,19618.000000,5535.323477
4,1136802.939504,23203.000000,4487.885471
8,4095124.287815,73483.000000,29073.439872
16,1720784.363856,27101.000000,532.908060
32,788132.148019,16407.000000,17810.514198
64,3389040.486224,44201.000000,114845.640644
128,1854050.697803,31755.000000,136620.701813
256,530849.406984,13311.000000,1674.936715
512,1696931.678221,30334.000000,280831.834011
1024,1609271.803485,30690.000000,143524.051974
2048,619911.473166,14937.000000,103187.321028
4096,1705141.979850,58185.000000,214442.005032
8192,539703.429656,15959.000000,87017.546070
16384,3845054.367786,85167.000000,14621.885480
32768,2357441.700623,46905.000000,1119098.278697
65536,2400256.992596,37419.000000,801489.493781
