frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,998960.822335,20891.000000,16426.411355
4,1063106.320667,26347.000000,84748.748433
8,188084.006253,5591.000000,4827.106380
16,548768.245943,14222.000000,50.477718
32,1085121.486191,31415.000000,958.871211
64,2046662.515679,34993.000000,105201.416987
128,4780313.266490,99961.000000,11491.366759
256,1423821.798836,28983.000000,90021.629545
512,948770.591818,22195.000000,92717.494973
1024,912208.101774,21829.000000,84254.612058
2048,853994.342802,24026.000000,64580.757351
4096,2621033.502818,48844.000000,837724.248026
8192,2368300.673581,42032.000000,751593.914502
16384,867231.377469,25391.000000,237967.126129
32768,1319281.476527,31264.000000,504972.487261
65536,938768.782903,22701.000000,857538.823217
