frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,798441.686877,18931.000000,14337.181034
4,1230759.941436,33626.000000,11142.956250
8,1163124.932840,43604.000000,17.492856
16,626284.310977,17927.000000,10719.028501
32,1364794.578357,21023.000000,34153.853399
64,3974148.715399,59753.000000,8644.283892
128,3912569.287030,80636.000000,23674.497418
256,1131244.585749,24323.000000,3233.857140
512,577728.521981,16343.000000,13532.096733
1024,722933.138928,14487.000000,54695.021885
2048,1553337.667468,23481.000000,268804.248703
4096,4242690.441125,65003.000000,1479765.454910
8192,1264301.463531,33275.000000,671367.820098
16384,1159371.984112,22991.000000,484781.416520
32768,892649.457242,19569.000000,406105.192603
65536,10055043.979427,142203.000000,6610232.549132
