frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,766744.808876,21734.000000,71.182863
4,1685944.993058,31947.000000,41558.125198
8,3130018.425034,41468.000000,58748.044138
16,1785036.063621,35473.000000,119231.246265
32,2082107.871712,42168.000000,2033.378715
64,973329.168701,21348.000000,237.059064
128,708686.370357,14929.000000,61080.959807
256,347782.552440,8370.000000,16830.123588
512,1150372.892343,25161.000000,2578.727205
1024,4946116.402774,116392.000000,128074.142464
2048,1341245.276399,25610.000000,17380.807289
4096,718847.625787,16674.000000,4217.197885
8192,3706301.087319,70215.000000,496499.931899
16384,2246069.184148,44437.000000,995355.438541
32768,1009805.958793,30830.000000,239916.507279
65536,1210250.144331,25309.000000,435149.437398
