frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,912529.854496,16980.000000,11523.619267
4,380083.146682,11900.000000,7691.428996
8,3811588.197569,51868.000000,106869.759989
16,1241097.525220,46305.000000,10714.398257
32,419484.818579,11364.000000,10267.701544
64,1201165.949467,27328.000000,123311.356160
128,7114821.454856,95553.000000,115352.176165
256,1444155.200938,32708.000000,59718.566845
512,1598639.433824,25060.000000,208263.433730
1024,1253671.397319,24772.000000,334519.455062
2048,1734316.941348,28372.000000,222434.670097
4096,400093.834914,10834.000000,50844.064059
8192,1544289.189915,27483.000000,517729.344321
16384,944897.868743,16320.000000,607044.175419
32768,3778746.518230,77125.000000,58927.261068
65536,1744458.660054,41332.000000,1600182.022695
