frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2154035.612697,42699.000000,5350.207286
4,388624.980111,9073.000000,1150.199548
8,1306998.005166,20764.000000,2474.627649
16,323903.363244,8227.000000,213.845739
32,1607672.854436,32433.000000,95335.749753
64,1239566.904870,26485.000000,2076.783089
128,1071242.383389,18457.000000,62423.571485
256,2184414.607652,33341.000000,185231.900984
512,2665350.550877,44111.000000,41492.943641
1024,1893241.620215,27322.000000,121273.487857
2048,2567666.217547,47864.000000,159385.060517
4096,1031394.432552,18156.000000,370744.481495
8192,323238.457223,9420.000000,65514.307476
16384,2227673.711783,35649.000000,681945.062674
32768,4461965.893080,65708.000000,2926797.428033
65536,3043238.054509,47720.000000,2249164.681887
