frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,261786.150837,6298.000000,4204.590586
4,526886.872244,8227.000000,10070.902293
8,894466.289555,15306.000000,16394.721895
16,1415871.502871,21978.000000,9557.210576
32,1599950.160386,21314.000000,48792.966009
64,2514013.151522,37021.000000,150649.254638
128,1348724.633756,25943.000000,74605.689984
256,1476332.499616,23397.000000,123820.070833
512,1454082.348070,26192.000000,98934.422665
1024,1837522.620905,24951.000000,56691.176589
2048,775427.925864,15062.000000,125935.306007
4096,1066811.028955,19974.000000,302561.785475
8192,2948789.063475,42484.000000,843660.812281
16384,3634640.422049,60430.000000,750922.327804
32768,1615821.034248,44284.000000,1502108.689603
65536,1690899.083851,25923.000000,862824.227557
