frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,612737.200388,14839.000000,6359.832781
4,739015.733646,14131.000000,2435.865555
8,895695.727238,20023.000000,8777.667914
16,903946.837881,14251.000000,28299.166436
32,637737.650772,12930.000000,2683.196974
64,2534706.508929,36934.000000,6611.877494
128,762323.106536,17391.000000,35583.101973
256,1074367.912599,22229.000000,38657.422431
512,828459.800928,16146.000000,69467.170714
1024,1049321.083499,17978.000000,139740.948884
2048,1365572.511002,23936.000000,341850.264590
4096,691364.653181,13617.000000,103200.060921
8192,1283970.136418,23919.000000,722403.764585
16384,1490320.204548,22350.000000,180138.092915
32768,1925606.908929,27522.000000,840653.746477
65536,2010924.417685,30879.000000,580100.684576
