frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,264959.161723,7024.000000,4167.133187
4,488583.139743,10834.000000,1047.832048
8,1218179.462637,20510.000000,40237.534368
16,198873.567072,4206.000000,164.663293
32,774965.508074,16461.000000,3644.398579
64,1228390.146202,19322.000000,101423.128368
128,1132457.677888,20864.000000,70104.757963
256,1351106.315084,24025.000000,82609.823683
512,1865080.579790,30688.000000,264885.659440
1024,1212472.872359,21820.000000,57113.627656
2048,488101.029146,11388.000000,10567.557570
4096,1799497.504359,30449.000000,146461.822585
8192,1006259.879359,19368.000000,372585.821330
16384,2761312.899260,40353.000000,807485.332854
32768,1630611.927364,32015.000000,398613.113741
65536,965535.418327,19904.000000,0.000000
