frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,583637.295300,10438.000000,17186.653077
4,458928.497944,7849.000000,10154.458971
8,458471.696386,8697.000000,6295.026370
16,756512.120861,16214.000000,17416.984067
32,721158.138468,12632.000000,30632.916675
64,311454.024861,6446.000000,19345.476939
128,1426389.086058,22019.000000,82539.066066
256,1048838.923274,20011.000000,42584.682340
512,1052039.245346,16942.000000,125698.130420
1024,1352864.125002,25903.000000,13021.878129
2048,1464866.498813,24193.000000,263486.166717
4096,1060448.244887,18213.000000,49773.659450
8192,458765.460081,13525.000000,142713.346562
16384,2016850.147576,32422.000000,736106.848859
32768,4024703.519601,64053.000000,2892474.261699
65536,2579236.502030,47912.000000,1094119.895613
