frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,168866.678238,4668.000000,437.947485
4,235307.595141,6167.000000,2030.695940
8,391579.972511,8879.000000,1524.290327
16,397163.296826,6624.000000,16655.696023
32,803493.145456,12577.000000,15960.199028
64,333044.825213,7197.000000,11682.260526
128,1522758.105149,29902.000000,126901.486031
256,812324.458121,13932.000000,10836.150977
512,1249881.013296,19522.000000,144170.124194
1024,2157887.498524,31818.000000,221785.986453
2048,1554905.467375,29076.000000,422323.735915
4096,2060575.435238,36751.000000,445057.489164
8192,391153.871148,12748.000000,75091.515772
16384,727513.529287,16292.000000,257189.570904
32768,2853273.482304,59258.000000,2852941.233175
65536,1748967.452946,43776.000000,1667072.081937
